Year,State,Format,Total Salary,Total Benefits
2005,Wyoming,Per Student - Inflation Adjusted,8343.394202217005,2886.500942618675
2005,Alabama,Total - Inflation Adjusted,4063435868.99061,1450231863.3046427
2005,Alaska,Total - Inflation Adjusted,1080711965.3416796,388821393.47939485
2005,Arizona,Total - Inflation Adjusted,5157082600.970265,1234832702.6251955
2005,Arkansas,Total - Inflation Adjusted,2961777043.544601,713091081.1567553
2005,California,Total - Inflation Adjusted,42876652424.29056,14275126798.114239
2005,Colorado,Total - Inflation Adjusted,5078742578.874543,1090448604.8891497
2005,Connecticut,Total - Inflation Adjusted,5465215368.741523,1852746286.8740218
2005,Delaware,Total - Inflation Adjusted,944698290.8802816,379145146.59624416
2005,Florida,Total - Inflation Adjusted,15680317812.369587,4508433176.760563
2005,Georgia,Total - Inflation Adjusted,11019809196.55712,2969509988.695879
2005,Hawaii,Total - Inflation Adjusted,1372403165.766823,430300417.393062
2005,Idaho,Total - Inflation Adjusted,1344825191.12024,440065240.183881
2005,Illinois,Total - Inflation Adjusted,15503165997.033123,4611884468.680229
2005,Indiana,Total - Inflation Adjusted,6758369938.32942,3426024848.5811157
2005,Iowa,Total - Inflation Adjusted,3434411376.566249,1048278420.4838288
2005,Kansas,Total - Inflation Adjusted,3019281596.450183,681811707.2170057
2005,Kentucky,Total - Inflation Adjusted,4280065697.9629626,1242346892.1257172
2005,Louisiana,Total - Inflation Adjusted,4532407722.436098,1518836587.9121022
2005,Maine,Total - Inflation Adjusted,1631533325.7094417,612344038.5393844
2005,Maryland,Total - Inflation Adjusted,7168598518.221178,2455903930.140845
2005,Massachusetts,Total - Inflation Adjusted,8902227656.05112,3318907050.9076676
2005,Michigan,Total - Inflation Adjusted,12597488370.404276,5450654026.344548
2005,Minnesota,Total - Inflation Adjusted,6308419090.026081,1801509150.465571
2005,Mississippi,Total - Inflation Adjusted,2746453038.180751,777424031.3080332
2005,Missouri,Total - Inflation Adjusted,6130039290.515128,1496951628.4220138
2005,Montana,Total - Inflation Adjusted,941465270.2503911,269221103.1207616
2005,Nebraska,Total - Inflation Adjusted,1902202510.714658,583446819.6922274
2005,Nevada,Total - Inflation Adjusted,2195775278.148148,753437407.0996349
2005,New Hampshire,Total - Inflation Adjusted,1558507858.073813,505287975.58946264
2005,New Jersey,Total - Inflation Adjusted,15474420430.876368,5191307794.869588
2005,New Mexico,Total - Inflation Adjusted,2071289892.275691,587247531.3667188
2005,New York,Total - Inflation Adjusted,32028375841.169792,11663157486.898802
2005,North Carolina,Total - Inflation Adjusted,8891030856.086332,1935252060.7485652
2005,North Dakota,Total - Inflation Adjusted,685169539.353156,186806589.27230048
2005,Ohio,Total - Inflation Adjusted,13818543493.20944,4671897330.243871
2005,Oklahoma,Total - Inflation Adjusted,3241387026.98748,875872126.5036514
2005,Oregon,Total - Inflation Adjusted,3338009921.66145,1438600236.1567554
2005,Pennsylvania,Total - Inflation Adjusted,14628027976.915752,4949008399.44314
2005,Rhode Island,Total - Inflation Adjusted,1405412454.0245173,528443865.1486697
2005,South Carolina,Total - Inflation Adjusted,4471768119.222743,1249019610.5033906
2005,South Dakota,Total - Inflation Adjusted,736334204.5644237,193221632.2822118
2005,Tennessee,Total - Inflation Adjusted,5445962187.356546,1498541968.5824206
2005,Texas,Total - Inflation Adjusted,28938637478.40636,4846795828.171622
2005,United States,Total - Inflation Adjusted,350731964217.1322,110185171961.58449
2005,Utah,Total - Inflation Adjusted,2109607024.6974437,841707325.2686489
2005,Vermont,Total - Inflation Adjusted,911372276.649713,291891167.2470005
2005,Virginia,Total - Inflation Adjusted,9565159274.342722,2804597753.328117
2005,Washington,Total - Inflation Adjusted,6769301010.571204,1790583446.4606154
2005,West Virginia,Total - Inflation Adjusted,1898248804.2905579,1011060434.5526863
2005,Wisconsin,Total - Inflation Adjusted,6235449988.877151,3019201072.897757
2005,Wyoming,Total - Inflation Adjusted,702063380.6520605,242887217.3591549
2006,Alabama,Per Student - Inflation Adjusted,5725.4152182841835,2188.597611889817
2006,Alaska,Per Student - Inflation Adjusted,8176.430388526547,3375.541765165577
2006,Arizona,Per Student - Inflation Adjusted,5299.678551690246,1358.022503337155
2006,Arkansas,Per Student - Inflation Adjusted,6392.722946874254,1647.9336418719163
2006,California,Per Student - Inflation Adjusted,6874.804641151123,2268.5048705661616
2006,Colorado,Per Student - Inflation Adjusted,6516.534582182124,1483.2049380332248
2006,Connecticut,Per Student - Inflation Adjusted,9861.104040416183,3577.566558019089
2006,Delaware,Per Student - Inflation Adjusted,8449.7626137059,3626.4368494154164
2006,Florida,Per Student - Inflation Adjusted,6104.027422891294,1761.6582628137796
2006,Georgia,Per Student - Inflation Adjusted,7165.155470055684,2089.6802107544618
2006,Hawaii,Per Student - Inflation Adjusted,7611.880885772733,2713.0964947827083
2006,Idaho,Per Student - Inflation Adjusted,5210.809368711797,1712.477601744652
2006,Illinois,Per Student - Inflation Adjusted,7386.953397480507,2091.490700512463
2006,Indiana,Per Student - Inflation Adjusted,6462.931153275594,3157.144972071855
2006,Iowa,Per Student - Inflation Adjusted,6965.7558873512735,2104.6943436761703
2006,Kansas,Per Student - Inflation Adjusted,6720.137087539037,1574.8027877183758
2006,Kentucky,Per Student - Inflation Adjusted,6403.779866467761,2078.778475997356
2006,Louisiana,Per Student - Inflation Adjusted,6283.317637212193,2366.6980757983156
2006,Maine,Per Student - Inflation Adjusted,8351.944438495044,2976.871920453755
2006,Maryland,Per Student - Inflation Adjusted,8567.121146233465,3000.9902304442685
2006,Massachusetts,Per Student - Inflation Adjusted,9382.514004958317,3691.7438014004524
2006,Michigan,Per Student - Inflation Adjusted,6955.009337430567,3234.7373902718987
2006,Minnesota,Per Student - Inflation Adjusted,7644.689546601651,2222.4796345038358
2006,Mississippi,Per Student - Inflation Adjusted,5684.213644219961,1676.9144100696324
2006,Missouri,Per Student - Inflation Adjusted,6783.594753556972,1700.1145431114455
2006,Montana,Per Student - Inflation Adjusted,6509.176234522819,1892.5049440384523
2006,Nebraska,Per Student - Inflation Adjusted,6703.622834532128,2156.0087962457987
2006,Nevada,Per Student - Inflation Adjusted,5610.9146731603205,1891.9100688322521
2006,New Hampshire,Per Student - Inflation Adjusted,7789.735640356931,2676.317688555888
2006,New Jersey,Per Student - Inflation Adjusted,11345.45993265271,4028.2362549946397
2006,New Mexico,Per Student - Inflation Adjusted,6521.3582441802255,1895.2206786754539
2006,New York,Per Student - Inflation Adjusted,11627.999791458466,4413.055853057754
2006,North Carolina,Per Student - Inflation Adjusted,6400.0037021153585,1503.741064716836
2006,North Dakota,Per Student - Inflation Adjusted,6937.861413008359,1902.501433916558
2006,Ohio,Per Student - Inflation Adjusted,7705.444410052283,2651.6303674985743
2006,Oklahoma,Per Student - Inflation Adjusted,5210.680048014798,1415.363300386987
2006,Oregon,Per Student - Inflation Adjusted,6017.990363177146,2832.8991884835755
2006,Pennsylvania,Per Student - Inflation Adjusted,8210.221886652665,2939.511171090435
2006,Rhode Island,Per Student - Inflation Adjusted,9398.058352737726,3700.0720542872573
2006,South Carolina,Per Student - Inflation Adjusted,6564.35737593275,1837.724696789222
2006,South Dakota,Per Student - Inflation Adjusted,5940.009982886102,1579.7040421346783
2006,Tennessee,Per Student - Inflation Adjusted,5637.774581927235,1554.6804872651644
2006,Texas,Per Student - Inflation Adjusted,6587.143682744162,1109.8302216546172
2006,United States,Per Student - Inflation Adjusted,7288.010132205752,2356.2618955504104
2006,Utah,Per Student - Inflation Adjusted,4244.86135453946,1733.7508564011641
2006,Vermont,Per Student - Inflation Adjusted,9830.661948342367,3283.685274086426
2006,Virginia,Per Student - Inflation Adjusted,8059.964168808282,2437.8503232877556
2006,Washington,Per Student - Inflation Adjusted,6517.827789152125,1871.761904239641
2006,West Virginia,Per Student - Inflation Adjusted,6786.724314424373,3558.9961059298794
2006,Wisconsin,Per Student - Inflation Adjusted,7029.666175808708,3553.758617701376
2006,Wyoming,Per Student - Inflation Adjusted,8700.838746931537,3141.4583715257463
2006,Alabama,Total - Inflation Adjusted,4255499275.074686,1626705649.4593544
2006,Alaska,Total - Inflation Adjusted,1086589999.1967342,448586340.5468794
2006,Arizona,Total - Inflation Adjusted,5323216211.75123,1364052727.4382684
2006,Arkansas,Total - Inflation Adjusted,3021256076.8711495,778830018.062023
2006,California,Total - Inflation Adjusted,43007496215.20587,14191368783.25449
2006,Colorado,Total - Inflation Adjusted,5079308324.760304,1156081768.9366927
2006,Connecticut,Total - Inflation Adjusted,5487132781.6127615,1990711081.3403068
2006,Delaware,Total - Inflation Adjusted,966407102.6466873,414759925.8325706
2006,Florida,Total - Inflation Adjusted,16260951264.48817,4693023523.200179
2006,Georgia,Total - Inflation Adjusted,11447646561.008226,3338650449.9323664
2006,Hawaii,Total - Inflation Adjusted,1391587690.2435238,496003067.3089258
2006,Idaho,Total - Inflation Adjusted,1346025422.2764585,442358255.77935594
2006,Illinois,Total - Inflation Adjusted,15533761587.152216,4398120605.761215
2006,Indiana,Total - Inflation Adjusted,6632189961.130198,3239835212.147641
2006,Iowa,Total - Inflation Adjusted,3367816146.7267923,1017583182.0705258
2006,Kansas,Total - Inflation Adjusted,3131085558.4193707,733741063.845978
2006,Kentucky,Total - Inflation Adjusted,4352140631.94284,1412782059.2748656
2006,Louisiana,Total - Inflation Adjusted,4073554106.844375,1534357739.7316031
2006,Maine,Total - Inflation Adjusted,1630082212.8580263,581008147.861013
2006,Maryland,Total - Inflation Adjusted,7367903165.605427,2580913930.758025
2006,Massachusetts,Total - Inflation Adjusted,8912925983.218626,3506970389.5267496
2006,Michigan,Total - Inflation Adjusted,12025551012.141235,5593006343.039751
2006,Minnesota,Total - Inflation Adjusted,6253664401.390077,1818079589.7079408
2006,Mississippi,Total - Inflation Adjusted,2807728208.0194817,828313289.5621306
2006,Missouri,Total - Inflation Adjusted,6212889585.625954,1557080679.4014857
2006,Montana,Total - Inflation Adjusted,945516637.2532957,274903471.64790285
2006,Nebraska,Total - Inflation Adjusted,1918268213.2948065,616948955.9712731
2006,Nevada,Total - Inflation Adjusted,2315890560.3609276,780878457.9025041
2006,New Hampshire,Total - Inflation Adjusted,1566078813.4987507,538056864.7663791
2006,New Jersey,Total - Inflation Adjusted,15658082746.006266,5559451501.789142
2006,New Mexico,Total - Inflation Adjusted,2130925753.8556647,619285780.9660643
2006,New York,Total - Inflation Adjusted,32411498863.53344,12300795890.429218
2006,North Carolina,Total - Inflation Adjusted,8884594404.91985,2087524434.7354708
2006,North Dakota,Total - Inflation Adjusted,681103660.5460387,186772709.84932387
2006,Ohio,Total - Inflation Adjusted,13633052538.096079,4691471674.836179
2006,Oklahoma,Total - Inflation Adjusted,3306011199.216518,898001626.7615293
2006,Oregon,Total - Inflation Adjusted,3349955665.2641125,1576950804.4955468
2006,Pennsylvania,Total - Inflation Adjusted,14446210735.176771,5172191622.1736355
2006,Rhode Island,Total - Inflation Adjusted,1410760776.7807546,555424634.3734888
2006,South Carolina,Total - Inflation Adjusted,4588660427.514152,1284618782.5129442
2006,South Dakota,Total - Inflation Adjusted,723006152.7880021,192279185.1275869
2006,Tennessee,Total - Inflation Adjusted,5377287781.5809,1482848012.9095047
2006,Texas,Total - Inflation Adjusted,29314557848.743,4939038044.345236
2006,United States,Total - Inflation Adjusted,352597894134.1188,113997438470.66852
2006,Utah,Total - Inflation Adjusted,2107604059.358672,860816753.5461286
2006,Vermont,Total - Inflation Adjusted,907762752.9710947,303215651.8421286
2006,Virginia,Total - Inflation Adjusted,9781708891.699959,2958620890.4861355
2006,Washington,Total - Inflation Adjusted,6724237846.840908,1931034752.5026536
2006,West Virginia,Total - Inflation Adjusted,1898845537.8123658,995762900.8657037
2006,Wisconsin,Total - Inflation Adjusted,6112968655.881879,3090334020.380708
2006,Wyoming,Total - Inflation Adjusted,749620352.2306168,270652700.33751047
2007,Alabama,Per Student - Inflation Adjusted,6128.06316472084,2412.322770415262
2007,Alaska,Per Student - Inflation Adjusted,8158.217822531257,3866.515294139982
2007,Arizona,Per Student - Inflation Adjusted,5632.139537067883,1553.0117190684523
2007,Arkansas,Per Student - Inflation Adjusted,6495.496629448537,1686.2285654444618
2007,California,Per Student - Inflation Adjusted,7243.3335782928,2302.9536176094493
2007,Colorado,Per Student - Inflation Adjusted,6591.41679227581,1541.3651710457982
2007,Connecticut,Per Student - Inflation Adjusted,9947.198183950477,3567.498996800776
2007,Delaware,Per Student - Inflation Adjusted,8418.122389876637,3732.8951041095083
2007,Florida,Per Student - Inflation Adjusted,6434.440483754018,1953.4815499946105
2007,Georgia,Per Student - Inflation Adjusted,7313.452351723563,2367.513811302128
2007,Hawaii,Per Student - Inflation Adjusted,8155.444834906816,2927.001878000803
2007,Idaho,Per Student - Inflation Adjusted,5197.5871673394995,1694.093766706514
2007,Illinois,Per Student - Inflation Adjusted,7457.042692712824,2128.97385315415
2007,Indiana,Per Student - Inflation Adjusted,6420.361269315375,3193.9271458317
2007,Iowa,Per Student - Inflation Adjusted,7135.023202579955,2172.673617217508
2007,Kansas,Per Student - Inflation Adjusted,7008.234645696969,1710.1266769714666
2007,Kentucky,Per Student - Inflation Adjusted,6833.4986118895495,2168.1360011047855
2007,Louisiana,Per Student - Inflation Adjusted,6543.8726590058395,2438.8804291638903
2007,Maine,Per Student - Inflation Adjusted,8447.314386868484,3392.964634820588
2007,Maryland,Per Student - Inflation Adjusted,9171.354060099357,3216.09844233803
2007,Massachusetts,Per Student - Inflation Adjusted,9383.777516620776,4003.9294354202593
2007,Michigan,Per Student - Inflation Adjusted,6936.0739450154815,3298.1662715322955
2007,Minnesota,Per Student - Inflation Adjusted,7742.156238462217,2274.0263148908443
2007,Mississippi,Per Student - Inflation Adjusted,5689.010992347338,1769.00224603404
2007,Missouri,Per Student - Inflation Adjusted,6913.247215070647,1740.4278690130907
2007,Montana,Per Student - Inflation Adjusted,6687.273932657071,1969.287579453927
2007,Nebraska,Per Student - Inflation Adjusted,6924.465210460432,2098.7861015153444
2007,Nevada,Per Student - Inflation Adjusted,6005.497111720525,2026.96572204231
2007,New Hampshire,Per Student - Inflation Adjusted,8011.942725341968,2861.962713718449
2007,New Jersey,Per Student - Inflation Adjusted,11496.64283257476,4725.221330005095
2007,New Mexico,Per Student - Inflation Adjusted,6623.01624670524,1938.910760477091
2007,New York,Per Student - Inflation Adjusted,12027.644753676903,4795.365312414262
2007,North Carolina,Per Student - Inflation Adjusted,6679.597798733048,1569.1202562686171
2007,North Dakota,Per Student - Inflation Adjusted,7051.354603257034,1950.9858611326133
2007,Ohio,Per Student - Inflation Adjusted,7647.761218828387,2696.78088272615
2007,Oklahoma,Per Student - Inflation Adjusted,5486.721545144333,1514.5932359807362
2007,Oregon,Per Student - Inflation Adjusted,6157.103907842263,2906.31791122031
2007,Pennsylvania,Per Student - Inflation Adjusted,7947.596807965724,3011.691440949087
2007,Rhode Island,Per Student - Inflation Adjusted,9631.821259627066,4045.70071263571
2007,South Carolina,Per Student - Inflation Adjusted,6699.122152506956,1919.6384964872227
2007,South Dakota,Per Student - Inflation Adjusted,6017.572212376048,1625.2858601527594
2007,Tennessee,Per Student - Inflation Adjusted,5631.900051773046,1597.4425435055261
2007,Texas,Per Student - Inflation Adjusted,6720.146440495903,1139.6979136454495
2007,United States,Per Student - Inflation Adjusted,7465.122170291311,2486.7396746639097
2007,Utah,Per Student - Inflation Adjusted,4315.0208334149875,1802.9587399442462
2007,Vermont,Per Student - Inflation Adjusted,10084.889623993198,3642.4704985743124
2007,Virginia,Per Student - Inflation Adjusted,8283.897184364467,2834.850457444932
2007,Washington,Per Student - Inflation Adjusted,6678.425581237261,2085.236275623187
2007,West Virginia,Per Student - Inflation Adjusted,6799.554722468546,3500.7204130085443
2007,Wisconsin,Per Student - Inflation Adjusted,6985.634796557772,3644.0586642137646
2007,Wyoming,Per Student - Inflation Adjusted,10243.542329578857,3705.3164817355173
2007,Alabama,Total - Inflation Adjusted,4554825021.8299265,1793016318.8617032
2007,Alaska,Total - Inflation Adjusted,1078491774.529425,511141027.4665379
2007,Arizona,Total - Inflation Adjusted,5462415048.167183,1506209990.212481
2007,Arkansas,Total - Inflation Adjusted,3082323217.0903716,800168267.1131535
2007,California,Total - Inflation Adjusted,45137467394.30803,14351049155.016607
2007,Colorado,Total - Inflation Adjusted,5212715075.279748,1218965025.3390296
2007,Connecticut,Total - Inflation Adjusted,5530605334.750039,1983514266.416232
2007,Delaware,Total - Inflation Adjusted,965374046.6349356,428081224.9720741
2007,Florida,Total - Inflation Adjusted,17091021840.891273,5188779150.285137
2007,Georgia,Total - Inflation Adjusted,11909298683.661419,3855279652.4653125
2007,Hawaii,Total - Inflation Adjusted,1473917288.8769398,528990244.62549967
2007,Idaho,Total - Inflation Adjusted,1366629137.238379,445436346.1543172
2007,Illinois,Total - Inflation Adjusted,15703200775.95756,4483235304.509289
2007,Indiana,Total - Inflation Adjusted,6643056124.08751,3304705480.530297
2007,Iowa,Total - Inflation Adjusted,3447088311.4540052,1049666568.1733557
2007,Kansas,Total - Inflation Adjusted,3286679800.5225067,802002220.2920455
2007,Kentucky,Total - Inflation Adjusted,4416896617.390207,1401394839.355354
2007,Louisiana,Total - Inflation Adjusted,4334018319.540252,1615274114.379605
2007,Maine,Total - Inflation Adjusted,1634885439.1290073,656671199.3439876
2007,Maryland,Total - Inflation Adjusted,7810688106.702447,2738960545.3917456
2007,Massachusetts,Total - Inflation Adjusted,8868328274.744991,3783998745.130124
2007,Michigan,Total - Inflation Adjusted,11795946512.267773,5609075842.726052
2007,Minnesota,Total - Inflation Adjusted,6319237973.345515,1856089182.8285449
2007,Mississippi,Total - Inflation Adjusted,2811136371.4602766,874127628.4037684
2007,Missouri,Total - Inflation Adjusted,6306463323.539281,1587667762.12937
2007,Montana,Total - Inflation Adjusted,964692143.769107,284085019.43050873
2007,Nebraska,Total - Inflation Adjusted,1988257335.7029471,602635754.1349846
2007,Nevada,Total - Inflation Adjusted,2539014272.7313924,856965355.906316
2007,New Hampshire,Total - Inflation Adjusted,1591370961.0569196,568457421.2148231
2007,New Jersey,Total - Inflation Adjusted,15781987656.612545,6486531056.27915
2007,New Mexico,Total - Inflation Adjusted,2171130827.739182,635606576.9895939
2007,New York,Total - Inflation Adjusted,33135874859.362747,13211105453.831718
2007,North Carolina,Total - Inflation Adjusted,9458503230.854874,2221918096.0808277
2007,North Dakota,Total - Inflation Adjusted,680999123.9527808,188420727.73403814
2007,Ohio,Total - Inflation Adjusted,13449707173.976786,4742684849.794476
2007,Oklahoma,Total - Inflation Adjusted,3506189500.8732944,967877298.1904541
2007,Oregon,Total - Inflation Adjusted,3455653061.866769,1631158291.671974
2007,Pennsylvania,Total - Inflation Adjusted,14364218325.334864,5443225973.806047
2007,Rhode Island,Total - Inflation Adjusted,1424171151.3433802,598201494.8337187
2007,South Carolina,Total - Inflation Adjusted,4699973277.684555,1346780848.091979
2007,South Dakota,Total - Inflation Adjusted,729077687.5649154,196916153.45619068
2007,Tennessee,Total - Inflation Adjusted,5510072621.839971,1562888596.8071449
2007,Texas,Total - Inflation Adjusted,30333620871.443127,5144392441.56027
2007,United States,Total - Inflation Adjusted,361621779283.7437,120461367997.85165
2007,Utah,Total - Inflation Adjusted,2175110064.9802556,908831568.5236535
2007,Vermont,Total - Inflation Adjusted,917422788.3637414,331355635.28479457
2007,Virginia,Total - Inflation Adjusted,10109995245.585756,3459768427.5912237
2007,Washington,Total - Inflation Adjusted,6852875493.139794,2139704054.8118188
2007,West Virginia,Total - Inflation Adjusted,1912702246.079358,984744625.6405796
2007,Wisconsin,Total - Inflation Adjusted,6081579068.992758,3172461700.720682
2007,Wyoming,Total - Inflation Adjusted,871049612.1406384,315078197.9293231
2008,Alabama,Per Student - Inflation Adjusted,6263.600456092571,2658.580691833109
2008,Alaska,Per Student - Inflation Adjusted,8278.877736697152,5759.54110189008
2008,Arizona,Per Student - Inflation Adjusted,5678.695202672379,1604.4362136840762
2008,Arkansas,Per Student - Inflation Adjusted,6433.119187645263,1692.6958228420663
2008,California,Per Student - Inflation Adjusted,7410.076007055327,2456.9885495715307
2008,Colorado,Per Student - Inflation Adjusted,6641.09198190463,2237.0930512934374
2008,Connecticut,Per Student - Inflation Adjusted,10057.56044122371,3873.8822090120175
2008,Delaware,Per Student - Inflation Adjusted,8468.267641614386,3680.092692622021
2008,Florida,Per Student - Inflation Adjusted,6555.554784265698,2009.5407706179965
2008,Georgia,Per Student - Inflation Adjusted,7416.626809773057,2392.1003571597284
2008,Hawaii,Per Student - Inflation Adjusted,8194.9205100291,2874.1251931298534
2008,Idaho,Per Student - Inflation Adjusted,5183.860448215264,1721.3540655292793
2008,Illinois,Per Student - Inflation Adjusted,7472.715779239337,2369.032780984864
2008,Indiana,Per Student - Inflation Adjusted,6368.206687987755,3073.6390658835808
2008,Iowa,Per Student - Inflation Adjusted,7276.483384655902,2219.0206141111275
2008,Kansas,Per Student - Inflation Adjusted,7149.429411351354,1814.535891942707
2008,Kentucky,Per Student - Inflation Adjusted,6884.285975191795,2207.7177448579014
2008,Louisiana,Per Student - Inflation Adjusted,7163.588381975018,2533.398376447913
2008,Maine,Per Student - Inflation Adjusted,8197.339080976833,3293.1456482303806
2008,Maryland,Per Student - Inflation Adjusted,9742.854531069896,3543.6682760978624
2008,Massachusetts,Per Student - Inflation Adjusted,9477.674634041778,4186.315391692334
2008,Michigan,Per Student - Inflation Adjusted,6738.782802396496,3158.033822974339
2008,Minnesota,Per Student - Inflation Adjusted,7787.640454604504,2398.4567019118117
2008,Mississippi,Per Student - Inflation Adjusted,5793.704935729673,1834.6136768957501
2008,Missouri,Per Student - Inflation Adjusted,7139.196060909185,1902.7104257407264
2008,Montana,Per Student - Inflation Adjusted,6867.234442329131,1998.9549651130928
2008,Nebraska,Per Student - Inflation Adjusted,6937.810530236106,2214.0740896099846
2008,Nevada,Per Student - Inflation Adjusted,6121.354454221858,2179.351189119159
2008,New Hampshire,Per Student - Inflation Adjusted,8226.17962800684,3138.5151046725305
2008,New Jersey,Per Student - Inflation Adjusted,11596.099711799192,4797.448163229153
2008,New Mexico,Per Student - Inflation Adjusted,6690.01031388768,2033.9087844381245
2008,New York,Per Student - Inflation Adjusted,12316.663703503806,5044.531315829255
2008,North Carolina,Per Student - Inflation Adjusted,6601.2037917013095,1618.4614944563596
2008,North Dakota,Per Student - Inflation Adjusted,7251.507689693127,2030.3234656965099
2008,Ohio,Per Student - Inflation Adjusted,7629.145058979422,2699.672090698871
2008,Oklahoma,Per Student - Inflation Adjusted,5443.911516399444,1556.7089367406131
2008,Oregon,Per Student - Inflation Adjusted,6286.473574301789,3023.079994815385
2008,Pennsylvania,Per Student - Inflation Adjusted,8291.225817515731,3199.0887609715423
2008,Rhode Island,Per Student - Inflation Adjusted,9784.189002392717,4406.92795371875
2008,South Carolina,Per Student - Inflation Adjusted,6834.443967871922,2028.8528773313049
2008,South Dakota,Per Student - Inflation Adjusted,6091.55377098647,1645.199464732809
2008,Tennessee,Per Student - Inflation Adjusted,5859.152194792709,1689.0375823633337
2008,Texas,Per Student - Inflation Adjusted,6924.368623360763,1184.9539209151376
2008,United States,Per Student - Inflation Adjusted,7575.486814083727,2592.161142941837
2008,Utah,Per Student - Inflation Adjusted,4223.8579326850395,1759.3098296989851
2008,Vermont,Per Student - Inflation Adjusted,10301.811799699079,3679.9225419020804
2008,Virginia,Per Student - Inflation Adjusted,8271.11157169413,2949.319657720942
2008,Washington,Per Student - Inflation Adjusted,6910.100270131422,2184.3706353574194
2008,West Virginia,Per Student - Inflation Adjusted,6763.17512346233,3372.180657642996
2008,Wisconsin,Per Student - Inflation Adjusted,6969.349181539464,3640.1801951729935
2008,Wyoming,Per Student - Inflation Adjusted,10434.18905981321,3720.807329179342
2008,Alabama,Total - Inflation Adjusted,4653351164.597938,1975105910.9887848
2008,Alaska,Total - Inflation Adjusted,1081419638.5555828,752333561.8421798
2008,Arizona,Total - Inflation Adjusted,5606760339.730448,1584112925.5494037
2008,Arkansas,Total - Inflation Adjusted,3062870956.035883,805907946.7401881
2008,California,Total - Inflation Adjusted,45859159374.44846,15205748791.003332
2008,Colorado,Total - Inflation Adjusted,5294060992.709652,1783335111.3546605
2008,Connecticut,Total - Inflation Adjusted,5544764709.557643,2135680791.4840043
2008,Delaware,Total - Inflation Adjusted,965907960.8744637,419759395.3699854
2008,Florida,Total - Inflation Adjusted,17343910136.91162,5316597455.565844
2008,Georgia,Total - Inflation Adjusted,12207835303.029514,3937424995.3740005
2008,Hawaii,Total - Inflation Adjusted,1474241744.2343302,517045500.22084796
2008,Idaho,Total - Inflation Adjusted,1378096864.569358,457613069.1077266
2008,Illinois,Total - Inflation Adjusted,15728608584.397024,4986343415.696273
2008,Indiana,Total - Inflation Adjusted,6580751675.164395,3176225365.660607
2008,Iowa,Total - Inflation Adjusted,3529922528.6511965,1076475544.77901
2008,Kansas,Total - Inflation Adjusted,3342060334.126575,848219569.3403846
2008,Kentucky,Total - Inflation Adjusted,4585068465.323312,1470381753.616239
2008,Louisiana,Total - Inflation Adjusted,4749248110.35671,1679569910.1608999
2008,Maine,Total - Inflation Adjusted,1598070146.0337102,641998112.1341244
2008,Maryland,Total - Inflation Adjusted,8239527951.986215,2996882860.7558904
2008,Massachusetts,Total - Inflation Adjusted,8886995194.404158,3925406277.734736
2008,Michigan,Total - Inflation Adjusted,11302821854.09738,5296913447.993236
2008,Minnesota,Total - Inflation Adjusted,6302803181.966988,1941151119.4622643
2008,Mississippi,Total - Inflation Adjusted,2858047165.45771,905017095.0189904
2008,Missouri,Total - Inflation Adjusted,6426670475.359497,1712811284.0259535
2008,Montana,Total - Inflation Adjusted,979919872.6616087,285240666.90916646
2008,Nebraska,Total - Inflation Adjusted,2018291379.0721073,644101904.2499669
2008,Nevada,Total - Inflation Adjusted,2624690314.5077095,934454384.9310764
2008,New Hampshire,Total - Inflation Adjusted,1609600288.0342867,614107978.4112166
2008,New Jersey,Total - Inflation Adjusted,15770109560.35293,6524278651.215962
2008,New Mexico,Total - Inflation Adjusted,2201315216.338977,669246534.5703974
2008,New York,Total - Inflation Adjusted,33594355179.65812,13759233106.583395
2008,North Carolina,Total - Inflation Adjusted,9407220082.363333,2306436761.8431244
2008,North Dakota,Total - Inflation Adjusted,688596317.51455,192797780.76519716
2008,Ohio,Total - Inflation Adjusted,13304624413.044914,4708002360.480716
2008,Oklahoma,Total - Inflation Adjusted,3493258694.5907574,998908693.0070292
2008,Oregon,Total - Inflation Adjusted,3546377318.6317806,1705401220.172521
2008,Pennsylvania,Total - Inflation Adjusted,14314684055.019508,5523179875.370836
2008,Rhode Island,Total - Inflation Adjusted,1407084470.4358852,633768894.1004043
2008,South Carolina,Total - Inflation Adjusted,4857133389.697615,1441876646.576973
2008,South Dakota,Total - Inflation Adjusted,740769389.6976151,200066862.5935356
2008,Tennessee,Total - Inflation Adjusted,5643910318.705003,1626990906.9745467
2008,Texas,Total - Inflation Adjusted,31724086419.398724,5428882346.379509
2008,United States,Total - Inflation Adjusted,366623874147.10956,125450503303.881
2008,Utah,Total - Inflation Adjusted,2349791165.2841024,978730032.9843067
2008,Vermont,Total - Inflation Adjusted,923681413.6342376,329948983.9359611
2008,Virginia,Total - Inflation Adjusted,10180549027.683952,3630183840.3764567
2008,Washington,Total - Inflation Adjusted,7115865966.480697,2249411963.4171686
2008,West Virginia,Total - Inflation Adjusted,1905423114.3615007,950059636.6742407
2008,Wisconsin,Total - Inflation Adjusted,6048895770.134964,3159416905.255002
2008,Wyoming,Total - Inflation Adjusted,897246068.5668259,319956275.2262806
2009,Alabama,Per Student - Inflation Adjusted,6123.131862955555,2567.3149286399216
2009,Alaska,Per Student - Inflation Adjusted,8698.405339626574,5943.297443289018
